app_name,estimand,model,exp_id,sim_id,iter_id,slurm_array_id,timestamp_start,timestamp_end,elapsed_minutes,git_commit,integrated_likelihood_minutes,profile_likelihood_minutes
NA,group_rates_weighted_sum,naive_group_rates,exp_v3.0.1,sim_01,iter_01,NA,2025-08-13T04:01:20Z,2025-08-13T04:09:57Z,8.62,e41c029d70f605a6f1b61568e0fdffb9144208f7,8.49,0.13
