app_name,estimand,exp_id,sim_id,iter_id,slurm_array_id,timestamp_start,timestamp_end,elapsed_minutes,git_commit,integrated_likelihood_minutes,profile_likelihood_minutes
NA,shared_effect,exp_v2.1.0,sim_01,iter_1703,1702,2025-07-26T01:15:03Z,2025-07-26T01:15:52Z,0.82,ad377c67efc29e317f1fbc04e307723e781fda5a,0.5,0.28
