app_name,estimand,model,exp_id,sim_id,iter_id,slurm_array_id,timestamp_start,timestamp_end,elapsed_minutes,git_commit,integrated_likelihood_minutes,profile_likelihood_minutes
NA,group_rates_weighted_sum,fixed_effects_regression,exp_v5.2.0,sim_01,iter_0762,761,2025-09-21T22:33:28Z,2025-09-21T23:06:06Z,32.64,85cafb7058cc96c76e7d25a9918386fbb61c5d86,23.77,5.84
